system:index, MIN_B3, MIN_B3_5perc,MIN_B4,MIN_B4_5perc,SCENE_ID,TILE,.geo
10017,2523,3886.508435670836,2436,3920.1810105496947,L1C_T20DPG_A009902_20190128T125904,20DPG,
10018,4482,4922.4346871569705,4564,5097.982471516214,L1C_T20DPH_A009902_20190128T125904,20DPH,
10019,7033,7320.692401960784,7189,7461.5472972972975,L1C_T20DPL_A009902_20190128T125904,20DPL,
10020,4475,6287.462536023054,4496,6543.696742671011,L1C_T20DPM_A009902_20190128T125904,20DPM,
10021,6538,6951.326502294802,6771,7111.0729838219195,L1C_T20DPN_A009902_20190128T125904,20DPN,
10022,2578,5265.460472972974,2357,5199.655769230768,L1C_T21DVH_A009902_20190128T125904,21DVH,
10023,1308,2672.4692169754935,979,2518.278644842026,L1C_T21DVJ_A009902_20190128T125904,21DVJ,
10024,1285,2320.1310945273626,1114,2255.737630503858,L1C_T21DWJ_A009902_20190128T125904,21DWJ,
10025,1442,2263.044493070751,1253,2181.7721227621482,L1C_T21DXJ_A009902_20190128T125904,21DXJ,
10026,1648,2350.9128364389235,1493,2292.4057433997223,L1C_T21EWL_A009902_20190128T125904,21EWL,
10027,1509,2477.0120481927706,1337,2483.1843750000003,L1C_T21EWM_A009902_20190128T125904,21EWM,
10028,831,1232.8838812165309,617,1040.7279625373978,L1C_T21EXK_A009902_20190128T125904,21EXK,
10029,1115,2161.4312811980035,939,2130.6161958568737,L1C_T21EXL_A009902_20190128T125904,21EXL,
10030,831,1232.8837719858059,612,1041.472261851384,L1C_T22ECQ_A009902_20190128T125904,22ECQ,
10031,1136,2093.8202799848664,925,2031.5816688859297,L1C_T22ECR_A009902_20190128T125904,22ECR,
10032,,,,,L1C_T11CMU_A009904_20190128T162345,11CMU,
10033,2788,4689.1178752289625,2673,4845.980419005888,L1C_T11CNU_A009904_20190128T162345,11CNU,
10034,1016,3376.8173030449493,691,3379.051361867704,L1C_T12CVD_A009904_20190128T162345,12CVD,
10035,4246,4807.219374456993,4293,4920.7553623188405,L1C_T10CDD_A009904_20190128T162417,10CDD,
10036,4246,4630.480206540448,4293,4756.964685615849,L1C_T10CDE_A009904_20190128T162417,10CDE,
10037,3470,4911.977362463807,3334,5072.554142475348,L1C_T10CED_A009904_20190128T162417,10CED,
10038,,,,,L1C_T11CMU_A009904_20190128T162417,11CMU,
10039,2788,4689.1178752289625,2673,4845.980419005888,L1C_T11CNU_A009904_20190128T162417,11CNU,
10040,2272,2960.346949092563,2238,2976.4443804403486,L1C_T01CDP_A009906_20190128T194704,01CDP,
10041,1820,1992.984367245658,1727,1934.833047782221,L1C_T01CDQ_A009906_20190128T194704,01CDQ,
10042,888,1137.0489130434785,655,915.8651685393255,L1C_T01CEP_A009906_20190128T194704,01CEP,
10043,,,,,L1C_T02CMU_A009906_20190128T194704,02CMU,
10044,629,739.7703664613775,361,409.5113842809658,L1C_T59CNQ_A009906_20190128T194704,59CNQ,
10045,636,721.2753615984889,366,401.2346533582611,L1C_T60CVV_A009906_20190128T194704,60CVV,
10046,2280,2893.8848671162236,2239,2924.3234926010455,L1C_T60CWU_A009906_20190128T194704,60CWU,
10047,,,,,L1C_T60CWV_A009906_20190128T194704,60CWV,
10048,4245,4806.965893587994,4246,4943.730779153766,L1C_T55DEF_A009908_20190128T230340,55DEF,
10049,3711,4046.77759387118,3778,4142.683173588925,L1C_T55DEG_A009908_20190128T230340,55DEG,
10050,1700,2153.038284839204,1469,1970.9497574497577,L1C_T55DFE_A009908_20190128T230340,55DFE,
10051,1700,3791.6176189566204,1469,3934.2125930941097,L1C_T55DFF_A009908_20190128T230340,55DFF,
10052,625,672.0489120986867,295,410.66624588284833,L1C_T56DMK_A009908_20190128T230340,56DMK,
10053,1688,3406.8914427157,1436,3440.4079895219384,L1C_T56DML_A009908_20190128T230340,56DML,
10054,2820,4459.6525542337295,2801,4398.699105448632,L1C_T56DNK_A009908_20190128T230340,56DNK,
10055,2820,4459.8101884159105,2801,4398.840238288655,L1C_T56DNL_A009908_20190128T230340,56DNL,
10056,751,813.1889808198571,415,469.1542092418263,L1C_T47DMH_A009910_20190129T022553,47DMH,
10057,625,1056.1818936187867,383,731.4621088804487,L1C_T47DNH_A009910_20190129T022553,47DNH,
10058,897,1361.9001996007985,595,1121.0680303915838,L1C_T47DNJ_A009910_20190129T022553,47DNJ,
10059,508,611.8346277065847,267,344.5624769946422,L1C_T47DPH_A009910_20190129T022553,47DPH,
10060,508,628.2870020396218,306,355.8662452781417,L1C_T47DPJ_A009910_20190129T022553,47DPJ,
10061,520,604.7000008534591,239,308.27514075680597,L1C_T48DVN_A009910_20190129T022553,48DVN,
10062,1689,7921.418476115279,1345,8112.320275661952,L1C_T48DWN_A009910_20190129T022553,48DWN,
10063,5885,6053.73128342246,6177,6349.077750206783,L1C_T39DXH_A009912_20190129T054715,39DXH,
10064,5902,6049.654982473709,6180,6341.532299741603,L1C_T40DDN_A009912_20190129T054715,40DDN,
10065,781,941.4101075635991,466,589.9039969401415,L1C_T28DFG_A009914_20190129T091006,28DFG,
10066,684,729.7491731684581,368,410.37293375192246,L1C_T29DMB_A009914_20190129T091006,29DMB,
10067,689,716.1323965089288,374,378.8371101364522,L1C_T29DMC_A009914_20190129T091006,29DMC,
10068,689,804.3909056762186,353,409.0885874435194,L1C_T29DNB_A009914_20190129T091006,29DNB,
10069,658,685.980245991745,342,367.2656623019607,L1C_T29DNC_A009914_20190129T091006,29DNC,
10070,497,616.3583845335095,236,343.77516299620964,L1C_T29DPC_A009914_20190129T091006,29DPC,
10071,532,622.1302651597123,273,343.87233584354664,L1C_T30DVH_A009914_20190129T091006,30DVH,
10072,8156,8224.624457593689,8277,8413.974668745128,L1C_T30DWG_A009914_20190129T091006,30DWG,
10073,596,620.0160200582105,238,338.51237873398054,L1C_T30DWH_A009914_20190129T091006,30DWH,
10074,7679,7740.5259009009005,8065,8132.493897246664,L1C_T19CEP_A009916_20190129T123151,19CEP,
10075,7699,7809.584196261032,8080,8217.312872921162,L1C_T19CEQ_A009916_20190129T123151,19CEQ,
10076,7451,7801.748832303751,7675,8140.022278117139,L1C_T19CER_A009916_20190129T123151,19CER,
10077,6807,7591.332639791938,6920,7863.395269016697,L1C_T20CMA_A009916_20190129T123151,20CMA,
10078,7662,7742.635937068728,8056,8134.4827164804465,L1C_T20CMU_A009916_20190129T123151,20CMU,
10079,7660,7777.479903943377,8088,8189.345265259553,L1C_T20CMV_A009916_20190129T123151,20CMV,
10080,6903,7628.514285714286,7061,7929.7834714348,L1C_T20CNA_A009916_20190129T123151,20CNA,
10081,767,1054.1201479419951,490,797.7154893065457,L1C_T20CNB_A009916_20190129T123151,20CNB,
10082,618,676.2034163186195,363,419.0610082026172,L1C_T20CNC_A009916_20190129T123151,20CNC,
10083,5276,5750.470588235294,5439,5846.126470588236,L1C_T20CND_A009916_20190129T123151,20CND,
10084,4996,6254.9958847736625,4601,6158.848104508197,L1C_T20CPE_A009916_20190129T123151,20CPE,
10085,1480,3310.6492942453847,1161,2912.7759903478786,L1C_T20DNG_A009916_20190129T123151,20DNG,
10086,2604,5330.974217701491,2318,5136.832189430335,L1C_T20DPF_A009916_20190129T123151,20DPF,
10087,1480,3568.9996744791665,1161,3223.56412729026,L1C_T20DPG_A009916_20190129T123151,20DPG,
10088,609,675.8478992759303,358,418.6587599644555,L1C_T21CVT_A009916_20190129T123151,21CVT,
10089,1526,4144.176709482433,1170,4127.479903116,L1C_T21CVU_A009916_20190129T123151,21CVU,
10090,5091,6255.908045977013,4667,6158.575039494469,L1C_T21CVV_A009916_20190129T123151,21CVV,
10091,4432,5335.31636726547,4112,5168.15420023015,L1C_T21DVA_A009916_20190129T123151,21DVA,
10092,3761,4822.648226950353,3804,5002.8434051497625,L1C_T13CEV_A009918_20190129T155326,13CEV,
10093,4856,5735.502077341003,5031,5943.070192947439,L1C_T11CNU_A009918_20190129T155344,11CNU,
10094,2078,3823.798128342246,1905,3950.9760876117753,L1C_T12CVD_A009918_20190129T155344,12CVD,
10095,1832,3374.640626883665,1656,3437.267156862745,L1C_T12CWD_A009918_20190129T155344,12CWD,
10096,2829,4306.211452473676,2672,4430.838692810458,L1C_T12CXE_A009918_20190129T155344,12CXE,
10097,2008,3239.1234458259332,1637,3104.83422459893,L1C_T13CDT_A009918_20190129T155344,13CDT,
10098,1801,2990.5116254379445,1592,2957.505096839959,L1C_T13CDU_A009918_20190129T155344,13CDU,
10099,2817,4368.633785600782,2737,4463.628895184135,L1C_T13CDV_A009918_20190129T155344,13CDV,
10100,3761,4822.648226950353,3804,5002.843405149763,L1C_T13CEV_A009918_20190129T155344,13CEV,
10101,2583,3438.399820963543,2451,3537.362961243907,L1C_T01CDP_A009920_20190129T191507,01CDP,
10102,2273,3063.879886148008,2249,3151.684846819619,L1C_T01CDQ_A009920_20190129T191507,01CDQ,
10103,1304,2512.1085065248917,1104,2477.0718085106378,L1C_T01CEP_A009920_20190129T191507,01CEP,
10104,921,1615.5253995131754,647,1488.3481820704967,L1C_T02CMU_A009920_20190129T191507,02CMU,
10105,657,691.1339220684631,375,403.70339580954493,L1C_T02CNU_A009920_20190129T191507,02CNU,
10106,663,692.4161486002791,378,404.561223297188,L1C_T03CVP_A009920_20190129T191507,03CVP,
10107,2592,3248.1036068748476,2465,3344.706349206349,L1C_T60CWU_A009920_20190129T191507,60CWU,
10108,2285,3031.5432794879616,2253,3121.356785822478,L1C_T60CWV_A009920_20190129T191507,60CWV,
10109,3085,5105.408385269122,2960,5139.130105553004,L1C_T56DNK_A009922_20190129T223435,56DNK,
10110,5080,5222.260502512562,5144,5319.397927211377,L1C_T56DNL_A009922_20190129T223435,56DNL,
10111,3591,4719.1938287701005,3519,4784.690693237227,L1C_T56DPK_A009922_20190129T223435,56DPK,
10112,4650,5831.1838338808075,4703,5911.435798416684,L1C_T57DVE_A009922_20190129T223435,57DVE,
10113,7390,7411.0,7569,7638.803278688526,L1C_T57DWD_A009922_20190129T223435,57DWD,
10114,5679,5928.429618492766,5850,6182.354060632883,L1C_T57DWE_A009922_20190129T223435,57DWE,
10115,4129,7265.027284505753,3939,7136.28049840626,L1C_T48DWM_A009924_20190130T015542,48DWM,
10116,1459,6304.877662174429,1019,6176.053039422209,L1C_T48DWN_A009924_20190130T015542,48DWN,
10117,811,1231.4170794633637,543,942.526989718202,L1C_T48DXN_A009924_20190130T015542,48DXN,
10118,3747,5047.48864229765,3569,4950.7590695098315,L1C_T49DDH_A009924_20190130T015542,49DDH,
10119,4778,5353.243474873394,4644,5294.942055870799,L1C_T49DEH_A009924_20190130T015542,49DEH,
10120,772,1167.1410062258117,530,1006.5927452596867,L1C_T40DDN_A009926_20190130T051715,40DDN,
10121,1117,1646.5325252815035,944,1551.931830626027,L1C_T40DEM_A009926_20190130T051715,40DEM,
10122,684,775.748595048999,429,519.3463249688557,L1C_T40DEN_A009926_20190130T051715,40DEN,
10123,1397,2032.471474395693,1381,1934.0557720409158,L1C_T40DFM_A009926_20190130T051715,40DFM,
10124,2540,3046.891474966171,2695,3112.013762902721,L1C_T41DMG_A009926_20190130T051715,41DMG,
10125,4428,5874.092529296874,3847,5617.297998030849,L1C_T30DWG_A009928_20190130T083940,30DWG,
10126,763,921.8967899812866,415,534.8938495425281,L1C_T30DWH_A009928_20190130T083940,30DWH,
10127,4630,5804.689918533605,4289,5653.220930232558,L1C_T30DXG_A009928_20190130T083940,30DXG,
10128,8138,8279.0,8425,8550.0,L1C_T30DXH_A009928_20190130T083940,30DXH,
10129,4616,5550.433571604634,4286,5329.045327159741,L1C_T31DDB_A009928_20190130T083940,31DDB,
10130,7326,7943.255831937106,7308,8134.964790133282,L1C_T31DDC_A009928_20190130T083940,31DDC,
10131,849,4453.45175655616,523,4260.802270011948,L1C_T31DEC_A009928_20190130T083940,31DEC,
10132,1519,4195.381061255597,1139,3872.424440398415,L1C_T31DFC_A009928_20190130T083940,31DFC,
10133,3032,4209.917660638708,2611,3886.782658430565,L1C_T32DMH_A009928_20190130T083940,32DMH,
10134,5802,6582.907030936121,5829,6736.018810430705,L1C_T19CEP_A009930_20190130T120241,19CEP,
10135,7551,7677.687045454544,7928,8065.581370449679,L1C_T19CEQ_A009930_20190130T120241,19CEQ,
10136,7781,7852.765829046299,8144,8218.576329064805,L1C_T19CER_A009930_20190130T120241,19CER,
10137,7782,7866.862023796529,8145,8236.450856411077,L1C_T20CMA_A009930_20190130T120241,20CMA,
10138,6414,6584.7173553719,6467,6763.801675977654,L1C_T20CMT_A009930_20190130T120241,20CMT,
10139,5818,6615.637959083066,5799,6799.631546316556,L1C_T20CMU_A009930_20190130T120241,20CMU,
10140,7557,7649.809096013476,7941,8041.594809121835,L1C_T20CMV_A009930_20190130T120241,20CMV,
10141,7905,7976.493436132528,8240,8350.647011525061,L1C_T20CNA_A009930_20190130T120241,20CNA,
10142,685,791.7600461195328,378,416.24778183544055,L1C_T20CNB_A009930_20190130T120241,20CNB,
10143,620,664.780257825101,334,371.7466226196284,L1C_T20CNC_A009930_20190130T120241,20CNC,
10144,1034,1136.0022916069895,637,734.2465848346861,L1C_T20CND_A009930_20190130T120241,20CND,
10145,6283,6556.148532731378,6358,6740.427973977695,L1C_T20CNT_A009930_20190130T120241,20CNT,
10146,6283,6540.320694087404,6358,6708.03169469599,L1C_T20CNU_A009930_20190130T120241,20CNU,
10147,617,662.1459989476482,329,371.1802601009373,L1C_T21CVT_A009930_20190130T120241,21CVT,
10148,980,1694.6243264049272,560,1306.13072407045,L1C_T21CVU_A009930_20190130T120241,21CVU,
10149,685,735.4400561557791,364,406.2503254060984,L1C_T12CWD_A009932_20190130T152304,12CWD,
10150,567,663.4803362819904,302,372.0674457470703,L1C_T12CXE_A009932_20190130T152304,12CXE,
10151,580,679.7429444532221,277,362.90720203168354,L1C_T13CDT_A009932_20190130T152304,13CDT,
10152,581,676.3854679135877,276,357.34913641690355,L1C_T13CDU_A009932_20190130T152304,13CDU,
10153,602,663.3651642840077,329,372.2019797970818,L1C_T13CDV_A009932_20190130T152304,13CDV,
10154,608,672.5186859472425,338,371.3869157436631,L1C_T13CEV_A009932_20190130T152304,13CEV,
10155,792,1521.0566955464358,484,1362.5313165095774,L1C_T13DEA_A009932_20190130T152304,13DEA,
10156,2325,4496.017156120697,2166,4623.209302325582,L1C_T13DFA_A009932_20190130T152304,13DFA,
10157,3407,5104.897884755654,3346,5296.159780578899,L1C_T14DMF_A009932_20190130T152304,14DMF,
10158,5425,6535.542327771524,5208,6614.70816916207,L1C_T14DNF_A009932_20190130T152304,14DNF,
10159,6156,6678.239578947369,5935,6662.380410022779,L1C_T14DPF_A009932_20190130T152304,14DPF,
10160,6752,6989.2163120567375,6815,7080.208289427468,L1C_T15DVA_A009932_20190130T152304,15DVA,
10161,1510,2674.39096749811,1479,2639.113839930656,L1C_T01CDP_A009934_20190130T184500,01CDP,
10162,684,775.4238595995952,395,462.50657367639906,L1C_T01CEP_A009934_20190130T184500,01CEP,
10163,691,782.2508074852598,396,463.6917088675787,L1C_T02CMU_A009934_20190130T184500,02CMU,
10164,573,656.8105263157895,325,366.88287418755357,L1C_T02CNU_A009934_20190130T184500,02CNU,
10165,568,657.515540113708,319,366.6910079341747,L1C_T03CVP_A009934_20190130T184500,03CVP,
10166,604,633.0785031365268,312,342.900958046895,L1C_T03CWP_A009934_20190130T184500,03CWP,
10167,618,630.5836710190605,320,330.639561270802,L1C_T03CWQ_A009934_20190130T184500,03CWQ,
10168,603,634.1955385798778,320,342.76551790750676,L1C_T04CDU_A009934_20190130T184500,04CDU,
10169,566,631.34332189008,287,342.1364005368653,L1C_T04CDV_A009934_20190130T184500,04CDV,
10170,668,943.2508052970651,381,687.2926301203776,L1C_T04CEA_A009934_20190130T184500,04CEA,
10171,593,720.4335054924474,333,419.3293213255815,L1C_T04CEV_A009934_20190130T184500,04CEV,
10172,671,751.484295259641,380,462.850741201765,L1C_T05CMQ_A009934_20190130T184500,05CMQ,
10173,942,1062.4350877192985,655,855.6146496815286,L1C_T05CMR_A009934_20190130T184500,05CMR,
10174,4331,6094.56099512039,4327,6031.386650348334,L1C_T57DWD_A009936_20190130T220405,57DWD,
10175,5713,6344.343056015909,5576,6288.380616740088,L1C_T57DWE_A009936_20190130T220405,57DWE,
10176,6009,6342.940105540897,5926,6391.238812583074,L1C_T57DXC_A009936_20190130T220405,57DXC,
10177,4364,6000.506683033279,4089,5968.173771484819,L1C_T57DXD_A009936_20190130T220405,57DXD,
10178,6153,6680.380089872105,6166,6760.877772091436,L1C_T58DDH_A009936_20190130T220405,58DDH,
10179,5873,6099.7652399481185,5774,6072.114033627432,L1C_T58DDJ_A009936_20190130T220405,58DDJ,
10180,5818,6408.06270691334,5895,6439.844453296157,L1C_T58DEH_A009936_20190130T220405,58DEH,
10181,1468,2416.3053574932947,1271,2352.155439330544,L1C_T49DFH_A009938_20190131T012542,49DFH,
10182,5489,5553.784569138276,5279,5336.809623430963,L1C_T50DMM_A009938_20190131T012542,50DMM,
10183,1501,2256.4556866303697,1310,2161.9816759316445,L1C_T50DMN_A009938_20190131T012542,50DMN,
10184,5489,6235.914438502674,5279,6150.154235145385,L1C_T50DNM_A009938_20190131T012542,50DNM,
10185,5024,5560.49460255152,4863,5335.154560530683,L1C_T50DNN_A009938_20190131T012542,50DNN,
10186,7466,7668.028253248093,7716,7915.091449661679,L1C_T50DPM_A009938_20190131T012542,50DPM,
10187,1573,1871.2998745294856,1395,1744.443292682927,L1C_T41DMG_A009940_20190131T044729,41DMG,
10188,4208,4966.266983695653,4367,5192.660454545455,L1C_T41DNF_A009940_20190131T044729,41DNF,
10189,4445,5238.117358171041,4683,5511.22136786726,L1C_T41DNG_A009940_20190131T044729,41DNG,
10190,4080,4728.263275157818,4250,5006.861554386268,L1C_T41DPF_A009940_20190131T044729,41DPF,
10191,3367,4056.452021932832,3400,4206.363468634686,L1C_T42DVL_A009940_20190131T044729,42DVL,
10192,3487,5005.379694593479,3542,5166.020378896518,L1C_T32DPH_A009942_20190131T080927,32DPH,
10193,3482,4976.548608309804,3546,5167.556231705438,L1C_T33DVC_A009942_20190131T080927,33DVC,
10194,,,,,L1C_T33DWC_A009942_20190131T080927,33DWC,
10195,692,929.3126215750568,388,669.2167001434719,L1C_T31DFC_A009942_20190131T080941,31DFC,
10196,693,990.0496214539818,388,671.5213049454403,L1C_T32DMH_A009942_20190131T080941,32DMH,
10197,1714,2959.309241413393,1496,2926.2526146419955,L1C_T32DNH_A009942_20190131T080941,32DNH,
10198,3487,5005.37969459348,3542,5166.020378896519,L1C_T32DPH_A009942_20190131T080941,32DPH,
10199,3482,4976.548608309802,3546,5167.55623170544,L1C_T33DVC_A009942_20190131T080941,33DVC,
10200,7033,7443.587969571933,7347,7803.731095367846,L1C_T19CEP_A009944_20190131T113303,19CEP,
10201,7288,7445.559444444444,7617,7801.5442777287435,L1C_T19CEQ_A009944_20190131T113303,19CEQ,
10202,7589,7620.999999999999,8017,8052.3121301775145,L1C_T20CMT_A009944_20190131T113303,20CMT,
10203,7080,7451.707078662099,7366,7811.643222820441,L1C_T20CMU_A009944_20190131T113303,20CMU,
10204,7236,7449.605167833857,7553,7801.487668161434,L1C_T20CMV_A009944_20190131T113303,20CMV,
10205,5412,6864.399216125419,5208,7087.5342722167725,L1C_T20CNT_A009944_20190131T113303,20CNT,
10206,7541,7612.809003641179,7984,8050.377603277569,L1C_T20CNU_A009944_20190131T113303,20CNU,
10207,5407,6639.541669890889,5220,6831.286565603767,L1C_T21CVN_A009944_20190131T113303,21CVN,
10208,5407,5968.1682056017235,5218,6000.43588091249,L1C_T21CWN_A009944_20190131T113303,21CWN,
10209,5912,6438.783877692841,5931,6614.825868564252,L1C_T21CWP_A009944_20190131T113303,21CWP,
10210,5916,6004.215551181101,5920,6035.270541082165,L1C_T22CDT_A009944_20190131T113303,22CDT,
10211,5913,6439.35102307764,5907,6614.509485094852,L1C_T22CDU_A009944_20190131T113303,22CDU,
10212,1750,1896.9419670128284,1378,1499.5623209169055,L1C_T13CDT_A009946_20190131T145312,13CDT,
10213,5773,6425.312802768166,5681,6454.994586233564,L1C_T14CPE_A009946_20190131T145312,14CPE,
10214,1417,4836.824586423275,1008,4582.2095092804475,L1C_T14DNF_A009946_20190131T145312,14DNF,
10215,1087,4963.530238152514,662,4765.430653180181,L1C_T14DPF_A009946_20190131T145312,14DPF,
10216,6217,6556.148915187377,6250,6567.191588785047,L1C_T15CVV_A009946_20190131T145312,15CVV,
10217,1129,3237.312659438776,757,2975.9619583759813,L1C_T15CWV_A009946_20190131T145312,15CWV,
10218,1447,3038.714285714286,1114,3038.276642496154,L1C_T15CXV_A009946_20190131T145312,15CXV,
10219,1101,5154.501177702172,667,4835.893264248706,L1C_T15DVA_A009946_20190131T145312,15DVA,
10220,5825,6262.225162256616,5669,6295.587250135062,L1C_T15DWA_A009946_20190131T145312,15DWA,
10221,1440,2978.7977965003242,1122,2967.4548712935816,L1C_T16CDE_A009946_20190131T145312,16CDE,
10222,620,676.9896589404855,353,414.92842818839483,L1C_T02CMU_A009948_20190131T181512,02CMU,
10223,661,720.0914392186381,375,424.4224284841387,L1C_T02CNU_A009948_20190131T181512,02CNU,
10224,658,723.0273662795289,381,428.17598403046696,L1C_T03CVP_A009948_20190131T181512,03CVP,
10225,724,1334.871830020562,504,1191.074843521108,L1C_T03CWP_A009948_20190131T181512,03CWP,
10226,1833,2084.3820395738203,1736,2007.6193771626295,L1C_T03CWQ_A009948_20190131T181512,03CWQ,
10227,1078,1767.6432646985857,844,1672.42556135606,L1C_T04CDU_A009948_20190131T181512,04CDU,
10228,671,783.6828406640054,385,463.2711452737453,L1C_T04CDV_A009948_20190131T181512,04CDV,
10229,579,753.2232534248064,277,431.9138382288885,L1C_T04CEA_A009948_20190131T181512,04CEA,
10230,663,755.7004624029905,360,432.0944471492413,L1C_T04CEV_A009948_20190131T181512,04CEV,
10231,372,787.6776902600669,337,496.5086857119524,L1C_T05CMQ_A009948_20190131T181512,05CMQ,
10232,373,786.7377150596059,337,465.67017672070125,L1C_T05CMR_A009948_20190131T181512,05CMR,
10233,802,878.7832366374525,485,527.3080802543577,L1C_T05CNQ_A009948_20190131T181512,05CNQ,
10234,636,1198.6363196794916,448,926.9459894554673,L1C_T05CNR_A009948_20190131T181512,05CNR,
10235,6407,6585.54467353952,6475,6636.234537357744,L1C_T05CNS_A009948_20190131T181512,05CNS,
10236,2099,3309.350754121361,1861,3281.468828715365,L1C_T06CVA_A009948_20190131T181512,06CVA,
10237,4418,5128.513368206917,4549,5336.467214518059,L1C_T06CVB_A009948_20190131T181512,06CVB,
10238,6795,7280.673615419613,6769,7376.323882088433,L1C_T06CWB_A009948_20190131T181512,06CWB,
10239,4308,5993.271629778672,4118,5817.729729729728,L1C_T58DDH_A009950_20190131T213406,58DDH,
10240,1785,4913.548425735797,1416,4638.670977011495,L1C_T58DEH_A009950_20190131T213406,58DEH,
10241,801,1062.7229946524064,570,838.4843624699279,L1C_T58DFG_A009950_20190131T213406,58DFG,
10242,801,912.8873148281317,570,655.2635716680949,L1C_T58DFH_A009950_20190131T213406,58DFH,
10243,962,1478.833657932011,790,1367.2945933666517,L1C_T59DMB_A009950_20190131T213406,59DMB,
10244,803,902.6910873306892,567,662.7647548373671,L1C_T59DMC_A009950_20190131T213406,59DMC,
10245,5188,5316.238924050633,5473,5656.687738004569,L1C_T59DNA_A009950_20190131T213406,59DNA,
10246,1484,2926.5279839013956,1390,2990.71808355244,L1C_T59DNB_A009950_20190131T213406,59DNB,
10247,799,991.5739178793219,472,734.1264172335601,L1C_T50DPM_A009952_20190201T005514,50DPM,
10248,678,1071.675244010648,450,802.9349587864513,L1C_T50DPN_A009952_20190201T005514,50DPN,
10249,6775,7124.113490364026,6807,7225.828680203046,L1C_T51DVG_A009952_20190201T005514,51DVG,
10250,760,2204.275969245869,451,2143.169915966387,L1C_T51DVH_A009952_20190201T005514,51DVH,
10251,782,1756.7555117404554,469,1562.7016096579475,L1C_T51DWG_A009952_20190201T005514,51DWG,
10252,4598,6246.3184965380815,4587,6321.906151419557,L1C_T51DWH_A009952_20190201T005514,51DWH,
10253,6097,6663.749622470554,5971,6599.758173273396,L1C_T51DXG_A009952_20190201T005514,51DXG,
10254,7292,7459.905115872322,7420,7635.5613766730385,L1C_T52DDM_A009952_20190201T005514,52DDM,
10255,3405,3731.2632382892057,3471,3813.7456400131614,L1C_T42DVL_A009954_20190201T041724,42DVL,
10256,,,,,L1C_T42DWK_A009954_20190201T041724,42DWK,
10257,1331,2320.1882476943347,1157,2256.272344437461,L1C_T42DWL_A009954_20190201T041724,42DWL,
10258,3156,3408.5289032955166,3107,3373.329183650986,L1C_T42DXJ_A009954_20190201T041724,42DXJ,
10259,2138,3213.730857024278,2031,3280.2804503582392,L1C_T42DXK_A009954_20190201T041724,42DXK,
10260,3159,3313.6201532280675,3100,3312.9992326507117,L1C_T43DDD_A009954_20190201T041724,43DDD,
10261,3160,3528.6665939816826,3114,3544.187680968675,L1C_T43DDE_A009954_20190201T041724,43DDE,
10262,3156,3408.5289032955166,3107,3373.329183650986,L1C_T42DXJ_A009954_20190201T041746,42DXJ,
10263,2138,3213.730857024279,2031,3280.2804503582397,L1C_T42DXK_A009954_20190201T041746,42DXK,
10264,3159,3313.6201532280666,3100,3312.9992326507117,L1C_T43DDD_A009954_20190201T041746,43DDD,
10265,3160,3528.6665939816826,3114,3544.187680968675,L1C_T43DDE_A009954_20190201T041746,43DDE,
10266,6857,6988.738693467338,6774,6956.53591160221,L1C_T32DPH_A009956_20190201T073918,32DPH,
10267,4890,5804.47657101344,4355,5420.169620253164,L1C_T33DVC_A009956_20190201T073918,33DVC,
10268,3144,6106.907040651948,2448,5853.789911485551,L1C_T33DWC_A009956_20190201T073918,33DWC,
10269,1063,4900.049975807009,671,4763.399442146774,L1C_T33DXC_A009956_20190201T073918,33DXC,
10270,1065,4895.850040311746,704,4765.1569514100165,L1C_T34DDH_A009956_20190201T073918,34DDH,
10271,6305,6774.977719821161,6378,6903.205719044977,L1C_T34DEH_A009956_20190201T073918,34DEH,
10272,7124,7233.796821305842,7407,7629.767521367521,L1C_T19CEP_A009958_20190201T110251,19CEP,
10273,7389,7430.0,7821,7855.0,L1C_T20CMT_A009958_20190201T110251,20CMT,
10274,7116,7297.425849476024,7409,7701.414333268065,L1C_T20CMU_A009958_20190201T110251,20CMU,
10275,6185,6999.791925233646,6269,7335.538461538462,L1C_T20CNT_A009958_20190201T110251,20CNT,
10276,7334,7400.4478628464085,7716,7810.6753647586975,L1C_T20CNU_A009958_20190201T110251,20CNU,
10277,6165,7000.102222222223,6287,7320.035149384887,L1C_T21CVN_A009958_20190201T110251,21CVN,
10278,7337,7476.576786769049,7770,7925.593817787416,L1C_T21CWN_A009958_20190201T110251,21CWN,
10279,7430,7546.551239787876,7893,7990.637914230018,L1C_T21CWP_A009958_20190201T110251,21CWP,
10280,7354,7478.540678433538,7777,7925.673113964689,L1C_T22CDT_A009958_20190201T110251,22CDT,
10281,7459,7550.759395424836,7836,7992.672126851003,L1C_T22CDU_A009958_20190201T110251,22CDU,
10282,1038,2725.460846759086,626,2456.4426301853487,L1C_T22CEU_A009958_20190201T110251,22CEU,
10283,1038,2526.3791778716864,626,2334.2913907284774,L1C_T23CMP_A009958_20190201T110251,23CMP,
10284,1648,5933.961730449252,1117,5983.895660653341,L1C_T23CNP_A009958_20190201T110251,23CNP,
10285,5860,6168.03922495274,5848,6215.412265758091,L1C_T23CNQ_A009958_20190201T110251,23CNQ,
10286,5984,6245.093896713615,5960,6264.011160714286,L1C_T24CVU_A009958_20190201T110251,24CVU,
10287,5984,6107.392156862746,5960,6070.923766816143,L1C_T24CVV_A009958_20190201T110251,24CVV,
